mutant_id,project,bug_id,mutant_no,operator,category,class,line,killed,llm_score,llm_raw_response,llm_latency_ms,model_used
Lang-3-0193,Lang,3,193,COR,logical,org.apache.commons.lang3.math.NumberUtils,517,0,0.75,0.75,863,Qwen/Qwen3-8B
Lang-3-0194,Lang,3,194,COR,logical,org.apache.commons.lang3.math.NumberUtils,517,0,0.3,0.3,784,Qwen/Qwen3-8B
Lang-3-0195,Lang,3,195,COR,logical,org.apache.commons.lang3.math.NumberUtils,517,0,0.3,0.3,799,Qwen/Qwen3-8B
Lang-3-0196,Lang,3,196,ROR,relational,org.apache.commons.lang3.math.NumberUtils,521,1,0.75,0.75,869,Qwen/Qwen3-8B
Lang-3-0197,Lang,3,197,ROR,relational,org.apache.commons.lang3.math.NumberUtils,522,1,0.75,0.75,839,Qwen/Qwen3-8B
Lang-3-0198,Lang,3,198,COR,logical,org.apache.commons.lang3.math.NumberUtils,521,0,0.75,0.75,868,Qwen/Qwen3-8B
Lang-3-0199,Lang,3,199,COR,logical,org.apache.commons.lang3.math.NumberUtils,522,1,0.75,0.75,868,Qwen/Qwen3-8B
Lang-3-0200,Lang,3,200,COR,logical,org.apache.commons.lang3.math.NumberUtils,521,0,0.75,0.75,875,Qwen/Qwen3-8B
Lang-3-0201,Lang,3,201,COR,logical,org.apache.commons.lang3.math.NumberUtils,522,0,0.75,0.75,869,Qwen/Qwen3-8B
Lang-3-0202,Lang,3,202,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0203,Lang,3,203,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0204,Lang,3,204,ROR,relational,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,886,Qwen/Qwen3-8B
Lang-3-0205,Lang,3,205,ROR,relational,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,848,Qwen/Qwen3-8B
Lang-3-0206,Lang,3,206,ROR,relational,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,852,Qwen/Qwen3-8B
Lang-3-0207,Lang,3,207,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,860,Qwen/Qwen3-8B
Lang-3-0208,Lang,3,208,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,859,Qwen/Qwen3-8B
Lang-3-0209,Lang,3,209,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,859,Qwen/Qwen3-8B
Lang-3-0210,Lang,3,210,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,840,Qwen/Qwen3-8B
Lang-3-0211,Lang,3,211,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,824,Qwen/Qwen3-8B
Lang-3-0212,Lang,3,212,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,845,Qwen/Qwen3-8B
Lang-3-0213,Lang,3,213,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,858,Qwen/Qwen3-8B
Lang-3-0214,Lang,3,214,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,843,Qwen/Qwen3-8B
Lang-3-0215,Lang,3,215,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,839,Qwen/Qwen3-8B
Lang-3-0216,Lang,3,216,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,839,Qwen/Qwen3-8B
Lang-3-0217,Lang,3,217,COR,logical,org.apache.commons.lang3.math.NumberUtils,521,0,0.75,0.75,852,Qwen/Qwen3-8B
Lang-3-0218,Lang,3,218,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,1,0.75,0.75,829,Qwen/Qwen3-8B
Lang-3-0219,Lang,3,219,COR,logical,org.apache.commons.lang3.math.NumberUtils,521,0,0.75,0.75,861,Qwen/Qwen3-8B
Lang-3-0220,Lang,3,220,COR,logical,org.apache.commons.lang3.math.NumberUtils,523,0,0.75,0.75,834,Qwen/Qwen3-8B
Lang-3-0221,Lang,3,221,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,845,Qwen/Qwen3-8B
Lang-3-0222,Lang,3,222,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0223,Lang,3,223,ROR,relational,org.apache.commons.lang3.math.NumberUtils,537,0,0.75,0.75,845,Qwen/Qwen3-8B
Lang-3-0224,Lang,3,224,ROR,relational,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,825,Qwen/Qwen3-8B
Lang-3-0225,Lang,3,225,ROR,relational,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,831,Qwen/Qwen3-8B
Lang-3-0226,Lang,3,226,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,0,0.75,0.75,838,Qwen/Qwen3-8B
Lang-3-0227,Lang,3,227,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0228,Lang,3,228,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,0,0.75,0.75,838,Qwen/Qwen3-8B
Lang-3-0229,Lang,3,229,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,836,Qwen/Qwen3-8B
Lang-3-0230,Lang,3,230,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,0,0.35,0.35,849,Qwen/Qwen3-8B
Lang-3-0231,Lang,3,231,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,836,Qwen/Qwen3-8B
Lang-3-0232,Lang,3,232,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,0,0.75,0.75,829,Qwen/Qwen3-8B
Lang-3-0233,Lang,3,233,COR,logical,org.apache.commons.lang3.math.NumberUtils,537,1,0.75,0.75,831,Qwen/Qwen3-8B
Lang-3-0234,Lang,3,234,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,801,Qwen/Qwen3-8B
Lang-3-0235,Lang,3,235,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,795,Qwen/Qwen3-8B
Lang-3-0236,Lang,3,236,ROR,relational,org.apache.commons.lang3.math.NumberUtils,551,0,0.75,0.75,789,Qwen/Qwen3-8B
Lang-3-0237,Lang,3,237,ROR,relational,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,793,Qwen/Qwen3-8B
Lang-3-0238,Lang,3,238,ROR,relational,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,793,Qwen/Qwen3-8B
Lang-3-0239,Lang,3,239,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,0,0.75,0.75,804,Qwen/Qwen3-8B
Lang-3-0240,Lang,3,240,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,805,Qwen/Qwen3-8B
Lang-3-0241,Lang,3,241,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,0,0.75,0.75,814,Qwen/Qwen3-8B
Lang-3-0242,Lang,3,242,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,802,Qwen/Qwen3-8B
Lang-3-0243,Lang,3,243,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,0,0.75,0.75,805,Qwen/Qwen3-8B
Lang-3-0244,Lang,3,244,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,800,Qwen/Qwen3-8B
Lang-3-0245,Lang,3,245,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,0,0.75,0.75,806,Qwen/Qwen3-8B
Lang-3-0246,Lang,3,246,COR,logical,org.apache.commons.lang3.math.NumberUtils,551,1,0.75,0.75,808,Qwen/Qwen3-8B
Lang-3-0247,Lang,3,247,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,838,Qwen/Qwen3-8B
Lang-3-0248,Lang,3,248,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.3,0.3,736,Qwen/Qwen3-8B
Lang-3-0249,Lang,3,249,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,824,Qwen/Qwen3-8B
Lang-3-0250,Lang,3,250,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,1,0.75,0.75,821,Qwen/Qwen3-8B
Lang-3-0251,Lang,3,251,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,1,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0252,Lang,3,252,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,838,Qwen/Qwen3-8B
Lang-3-0253,Lang,3,253,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.25,0.25,817,Qwen/Qwen3-8B
Lang-3-0254,Lang,3,254,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,1,0.75,0.75,820,Qwen/Qwen3-8B
Lang-3-0255,Lang,3,255,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,814,Qwen/Qwen3-8B
Lang-3-0256,Lang,3,256,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0257,Lang,3,257,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,820,Qwen/Qwen3-8B
Lang-3-0258,Lang,3,258,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,816,Qwen/Qwen3-8B
Lang-3-0259,Lang,3,259,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,0,0.75,0.75,819,Qwen/Qwen3-8B
Lang-3-0260,Lang,3,260,ROR,relational,org.apache.commons.lang3.math.NumberUtils,570,1,0.15,0.15,822,Qwen/Qwen3-8B
Lang-3-0261,Lang,3,261,COR,logical,org.apache.commons.lang3.math.NumberUtils,570,0,0.3,0.3,745,Qwen/Qwen3-8B
Lang-3-0262,Lang,3,262,COR,logical,org.apache.commons.lang3.math.NumberUtils,570,1,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0263,Lang,3,263,COR,logical,org.apache.commons.lang3.math.NumberUtils,570,0,0.3,0.3,742,Qwen/Qwen3-8B
Lang-3-0264,Lang,3,264,COR,logical,org.apache.commons.lang3.math.NumberUtils,570,1,0.3,0.3,756,Qwen/Qwen3-8B
Lang-3-0265,Lang,3,265,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.75,0.75,809,Qwen/Qwen3-8B
Lang-3-0266,Lang,3,266,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.3,0.3,730,Qwen/Qwen3-8B
Lang-3-0267,Lang,3,267,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.75,0.75,808,Qwen/Qwen3-8B
Lang-3-0268,Lang,3,268,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.75,0.75,814,Qwen/Qwen3-8B
Lang-3-0269,Lang,3,269,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.75,0.75,815,Qwen/Qwen3-8B
Lang-3-0270,Lang,3,270,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,571,0,0.75,0.75,815,Qwen/Qwen3-8B
Lang-3-0271,Lang,3,271,ROR,relational,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,834,Qwen/Qwen3-8B
Lang-3-0272,Lang,3,272,ROR,relational,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,819,Qwen/Qwen3-8B
Lang-3-0273,Lang,3,273,COR,logical,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0274,Lang,3,274,COR,logical,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,819,Qwen/Qwen3-8B
Lang-3-0275,Lang,3,275,COR,logical,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,815,Qwen/Qwen3-8B
Lang-3-0276,Lang,3,276,COR,logical,org.apache.commons.lang3.math.NumberUtils,575,1,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0277,Lang,3,277,COR,logical,org.apache.commons.lang3.math.NumberUtils,591,1,0.3,0.3,745,Qwen/Qwen3-8B
Lang-3-0278,Lang,3,278,COR,logical,org.apache.commons.lang3.math.NumberUtils,591,0,0.75,0.75,827,Qwen/Qwen3-8B
Lang-3-0279,Lang,3,279,COR,logical,org.apache.commons.lang3.math.NumberUtils,591,0,0.3,0.3,741,Qwen/Qwen3-8B
Lang-3-0280,Lang,3,280,COR,logical,org.apache.commons.lang3.math.NumberUtils,591,0,0.3,0.3,749,Qwen/Qwen3-8B
Lang-3-0281,Lang,3,281,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,593,1,0.75,0.75,830,Qwen/Qwen3-8B
Lang-3-0282,Lang,3,282,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,593,1,0.25,0.25,823,Qwen/Qwen3-8B
Lang-3-0283,Lang,3,283,ROR,relational,org.apache.commons.lang3.math.NumberUtils,593,1,0.75,0.75,826,Qwen/Qwen3-8B
Lang-3-0284,Lang,3,284,ROR,relational,org.apache.commons.lang3.math.NumberUtils,593,1,0.75,0.75,825,Qwen/Qwen3-8B
Lang-3-0285,Lang,3,285,ROR,relational,org.apache.commons.lang3.math.NumberUtils,593,1,0.75,0.75,831,Qwen/Qwen3-8B
Lang-3-0286,Lang,3,286,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,817,Qwen/Qwen3-8B
Lang-3-0287,Lang,3,287,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,819,Qwen/Qwen3-8B
Lang-3-0288,Lang,3,288,ROR,relational,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,839,Qwen/Qwen3-8B
Lang-3-0289,Lang,3,289,ROR,relational,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,850,Qwen/Qwen3-8B
Lang-3-0290,Lang,3,290,ROR,relational,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,822,Qwen/Qwen3-8B
Lang-3-0291,Lang,3,291,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,0,0.75,0.75,822,Qwen/Qwen3-8B
Lang-3-0292,Lang,3,292,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,828,Qwen/Qwen3-8B
Lang-3-0293,Lang,3,293,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,0,0.75,0.75,833,Qwen/Qwen3-8B
Lang-3-0294,Lang,3,294,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,827,Qwen/Qwen3-8B
Lang-3-0295,Lang,3,295,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,0,0.75,0.75,825,Qwen/Qwen3-8B
Lang-3-0296,Lang,3,296,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,826,Qwen/Qwen3-8B
Lang-3-0297,Lang,3,297,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,842,Qwen/Qwen3-8B
Lang-3-0298,Lang,3,298,COR,logical,org.apache.commons.lang3.math.NumberUtils,595,1,0.75,0.75,823,Qwen/Qwen3-8B
Lang-3-0299,Lang,3,299,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,603,1,0.75,0.75,814,Qwen/Qwen3-8B
Lang-3-0300,Lang,3,300,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,603,1,0.25,0.25,816,Qwen/Qwen3-8B
Lang-3-0301,Lang,3,301,ROR,relational,org.apache.commons.lang3.math.NumberUtils,603,1,0.75,0.75,840,Qwen/Qwen3-8B
Lang-3-0302,Lang,3,302,ROR,relational,org.apache.commons.lang3.math.NumberUtils,603,1,0.75,0.75,823,Qwen/Qwen3-8B
Lang-3-0303,Lang,3,303,ROR,relational,org.apache.commons.lang3.math.NumberUtils,603,1,0.75,0.75,821,Qwen/Qwen3-8B
Lang-3-0304,Lang,3,304,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,605,0,0.3,0.3,736,Qwen/Qwen3-8B
Lang-3-0305,Lang,3,305,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,605,0,0.15,0.15,812,Qwen/Qwen3-8B
Lang-3-0306,Lang,3,306,ROR,relational,org.apache.commons.lang3.math.NumberUtils,605,1,0.3,0.3,746,Qwen/Qwen3-8B
Lang-3-0307,Lang,3,307,ROR,relational,org.apache.commons.lang3.math.NumberUtils,605,1,0.3,0.3,741,Qwen/Qwen3-8B
Lang-3-0308,Lang,3,308,ROR,relational,org.apache.commons.lang3.math.NumberUtils,605,0,0.15,0.15,820,Qwen/Qwen3-8B
Lang-3-0309,Lang,3,309,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,0,0.3,0.3,745,Qwen/Qwen3-8B
Lang-3-0310,Lang,3,310,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,0,0.75,0.75,823,Qwen/Qwen3-8B
Lang-3-0311,Lang,3,311,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,0,0.3,0.3,747,Qwen/Qwen3-8B
Lang-3-0312,Lang,3,312,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,1,0.3,0.3,745,Qwen/Qwen3-8B
Lang-3-0313,Lang,3,313,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,0,0.15,0.15,831,Qwen/Qwen3-8B
Lang-3-0314,Lang,3,314,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,0,0.3,0.3,744,Qwen/Qwen3-8B
Lang-3-0315,Lang,3,315,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,1,0.3,0.3,747,Qwen/Qwen3-8B
Lang-3-0316,Lang,3,316,COR,logical,org.apache.commons.lang3.math.NumberUtils,605,1,0.75,0.75,822,Qwen/Qwen3-8B
Lang-3-0317,Lang,3,317,ROR,relational,org.apache.commons.lang3.math.NumberUtils,625,0,0.95,0.95,822,Qwen/Qwen3-8B
Lang-3-0318,Lang,3,318,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,626,0,0.95,0.95,791,Qwen/Qwen3-8B
Lang-3-0319,Lang,3,319,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,793,Qwen/Qwen3-8B
Lang-3-0320,Lang,3,320,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-3-0321,Lang,3,321,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.3,0.3,727,Qwen/Qwen3-8B
Lang-3-0322,Lang,3,322,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,790,Qwen/Qwen3-8B
Lang-3-0323,Lang,3,323,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,790,Qwen/Qwen3-8B
Lang-3-0324,Lang,3,324,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.15,0.15,797,Qwen/Qwen3-8B
Lang-3-0325,Lang,3,325,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,0,0.75,0.75,795,Qwen/Qwen3-8B
Lang-3-0326,Lang,3,326,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,799,Qwen/Qwen3-8B
Lang-3-0327,Lang,3,327,ROR,relational,org.apache.commons.lang3.math.NumberUtils,628,1,0.75,0.75,792,Qwen/Qwen3-8B
Lang-3-0328,Lang,3,328,ROR,relational,org.apache.commons.lang3.math.NumberUtils,628,0,0.75,0.75,783,Qwen/Qwen3-8B
Lang-3-0329,Lang,3,329,ROR,relational,org.apache.commons.lang3.math.NumberUtils,628,1,0.7,0.7,723,Qwen/Qwen3-8B
Lang-3-0330,Lang,3,330,ROR,relational,org.apache.commons.lang3.math.NumberUtils,629,0,0.75,0.75,784,Qwen/Qwen3-8B
Lang-3-0331,Lang,3,331,ROR,relational,org.apache.commons.lang3.math.NumberUtils,629,0,0.75,0.75,776,Qwen/Qwen3-8B
Lang-3-0332,Lang,3,332,ROR,relational,org.apache.commons.lang3.math.NumberUtils,629,0,0.75,0.75,778,Qwen/Qwen3-8B
Lang-3-0333,Lang,3,333,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,630,1,0.75,0.75,792,Qwen/Qwen3-8B
Lang-3-0334,Lang,3,334,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,633,0,0.75,0.75,782,Qwen/Qwen3-8B
Lang-3-0335,Lang,3,335,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,633,0,0.75,0.75,806,Qwen/Qwen3-8B
Lang-3-0336,Lang,3,336,ROR,relational,org.apache.commons.lang3.math.NumberUtils,633,0,0.75,0.75,789,Qwen/Qwen3-8B
Lang-3-0337,Lang,3,337,ROR,relational,org.apache.commons.lang3.math.NumberUtils,633,0,0.75,0.75,793,Qwen/Qwen3-8B
Lang-3-0338,Lang,3,338,ROR,relational,org.apache.commons.lang3.math.NumberUtils,647,1,0.95,0.95,810,Qwen/Qwen3-8B
Lang-3-0339,Lang,3,339,ROR,relational,org.apache.commons.lang3.math.NumberUtils,663,1,0.95,0.95,851,Qwen/Qwen3-8B
Lang-3-0340,Lang,3,340,ROR,relational,org.apache.commons.lang3.math.NumberUtils,680,1,0.95,0.95,824,Qwen/Qwen3-8B
Lang-3-0341,Lang,3,341,ROR,relational,org.apache.commons.lang3.math.NumberUtils,698,1,0.95,0.95,806,Qwen/Qwen3-8B
Lang-3-0342,Lang,3,342,ROR,relational,org.apache.commons.lang3.math.NumberUtils,715,1,0.95,0.95,833,Qwen/Qwen3-8B
Lang-3-0343,Lang,3,343,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,718,1,0.75,0.75,788,Qwen/Qwen3-8B
Lang-3-0344,Lang,3,344,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,718,1,0.75,0.75,792,Qwen/Qwen3-8B
Lang-3-0345,Lang,3,345,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,719,1,0.75,0.75,807,Qwen/Qwen3-8B
Lang-3-0346,Lang,3,346,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,719,1,0.75,0.75,795,Qwen/Qwen3-8B
Lang-3-0347,Lang,3,347,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,720,1,0.75,0.75,810,Qwen/Qwen3-8B
Lang-3-0348,Lang,3,348,COR,logical,org.apache.commons.lang3.math.NumberUtils,721,1,0.75,0.75,809,Qwen/Qwen3-8B
Lang-3-0349,Lang,3,349,COR,logical,org.apache.commons.lang3.math.NumberUtils,721,1,0.75,0.75,808,Qwen/Qwen3-8B
Lang-3-0350,Lang,3,350,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,722,1,0.75,0.75,818,Qwen/Qwen3-8B
Lang-3-0351,Lang,3,351,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,722,1,0.15,0.15,820,Qwen/Qwen3-8B
Lang-3-0352,Lang,3,352,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,723,1,0.75,0.75,819,Qwen/Qwen3-8B
Lang-3-0353,Lang,3,353,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,723,1,0.75,0.75,817,Qwen/Qwen3-8B
Lang-3-0354,Lang,3,354,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,723,1,0.15,0.15,822,Qwen/Qwen3-8B
Lang-3-0355,Lang,3,355,COR,logical,org.apache.commons.lang3.math.NumberUtils,725,1,0.35,0.35,846,Qwen/Qwen3-8B
Lang-3-0356,Lang,3,356,COR,logical,org.apache.commons.lang3.math.NumberUtils,725,0,0.75,0.75,840,Qwen/Qwen3-8B
Lang-3-0357,Lang,3,357,COR,logical,org.apache.commons.lang3.math.NumberUtils,725,0,0.75,0.75,834,Qwen/Qwen3-8B
Lang-3-0358,Lang,3,358,COR,logical,org.apache.commons.lang3.math.NumberUtils,725,1,0.75,0.75,836,Qwen/Qwen3-8B
Lang-3-0359,Lang,3,359,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,726,1,0.75,0.75,837,Qwen/Qwen3-8B
Lang-3-0360,Lang,3,360,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,726,1,0.75,0.75,858,Qwen/Qwen3-8B
Lang-3-0361,Lang,3,361,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,726,1,0.15,0.15,847,Qwen/Qwen3-8B
Lang-3-0362,Lang,3,362,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,727,1,0.75,0.75,827,Qwen/Qwen3-8B
Lang-3-0363,Lang,3,363,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,727,1,0.75,0.75,830,Qwen/Qwen3-8B
Lang-3-0364,Lang,3,364,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,727,1,0.15,0.15,823,Qwen/Qwen3-8B
Lang-3-0365,Lang,3,365,COR,logical,org.apache.commons.lang3.math.NumberUtils,728,1,0.75,0.75,827,Qwen/Qwen3-8B
Lang-3-0366,Lang,3,366,COR,logical,org.apache.commons.lang3.math.NumberUtils,728,1,0.75,0.75,838,Qwen/Qwen3-8B
Lang-3-0367,Lang,3,367,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,729,1,0.75,0.75,826,Qwen/Qwen3-8B
Lang-3-0368,Lang,3,368,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,729,1,0.75,0.75,828,Qwen/Qwen3-8B
Lang-3-0369,Lang,3,369,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,729,1,0.95,0.95,832,Qwen/Qwen3-8B
Lang-3-0370,Lang,3,370,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,730,1,0.95,0.95,833,Qwen/Qwen3-8B
Lang-3-0371,Lang,3,371,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,840,Qwen/Qwen3-8B
Lang-3-0372,Lang,3,372,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,844,Qwen/Qwen3-8B
Lang-3-0373,Lang,3,373,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,837,Qwen/Qwen3-8B
Lang-3-0374,Lang,3,374,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,843,Qwen/Qwen3-8B
Lang-3-0375,Lang,3,375,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0376,Lang,3,376,AOR,arithmetic,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,849,Qwen/Qwen3-8B
Lang-3-0377,Lang,3,377,ROR,relational,org.apache.commons.lang3.math.NumberUtils,731,0,0.75,0.75,833,Qwen/Qwen3-8B
Lang-3-0378,Lang,3,378,ROR,relational,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,840,Qwen/Qwen3-8B
Lang-3-0379,Lang,3,379,ROR,relational,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,837,Qwen/Qwen3-8B
Lang-3-0380,Lang,3,380,COR,logical,org.apache.commons.lang3.math.NumberUtils,731,1,0.75,0.75,848,Qwen/Qwen3-8B
Lang-3-0381,Lang,3,381,COR,logical,org.apache.commons.lang3.math.NumberUtils,731,1,0.95,0.95,847,Qwen/Qwen3-8B
